id,name,shortName,image_url
56ea8180d2720bf2698b456a,AR-15 KAC QDC 5.56x45 Flash Suppressor Kit,QDC 556,https://assets.tarkov.dev/56ea8180d2720bf2698b456a-512.webp
56ea8222d2720b69698b4567,SV-98 bipod,SV-98,https://assets.tarkov.dev/56ea8222d2720b69698b4567-512.webp
56ea8d2fd2720b7c698b4570,AR-15 Windham Weaponry Rail Gas Block,RGBlock,https://assets.tarkov.dev/56ea8d2fd2720b7c698b4570-512.webp
56eabcd4d2720b66698b4574,AR-15 Daniel Defense MK12 Low Profile Gas Block,MK12,https://assets.tarkov.dev/56eabcd4d2720b66698b4574-512.webp
56eabf3bd2720b75698b4569,AR-15 Magpul MOE Carbine stock (Black),MOE,https://assets.tarkov.dev/56eabf3bd2720b75698b4569-512.webp
570fd6c2d2720bc6458b457f,EOTech 553 holographic sight,553,https://assets.tarkov.dev/570fd6c2d2720bc6458b457f-512.webp
570fd721d2720bc5458b4596,Walther MRS reflex sight,MRS,https://assets.tarkov.dev/570fd721d2720bc5458b4596-512.webp
570fd79bd2720bc7458b4583,OKP-7 reflex sight,OKP-7,https://assets.tarkov.dev/570fd79bd2720bc7458b4583-512.webp
5710c24ad2720bc3458b45a3,F-1 hand grenade,F-1,https://assets.tarkov.dev/5710c24ad2720bc3458b45a3-512.webp
571659bb2459771fb2755a12,AR-15 Damage Industries ECS pistol grip (FDE),ECS FDE,https://assets.tarkov.dev/571659bb2459771fb2755a12-512.webp
571a12c42459771f627b58a0,TT-33 7.62x25 TT pistol,TT,https://assets.tarkov.dev/571a12c42459771f627b58a0-512.webp
571a26d524597720680fbe8a,TT 7.62x25 116mm barrel,TT 116mm,https://assets.tarkov.dev/571a26d524597720680fbe8a-512.webp
571a279b24597720b4066566,TT 7.62x25 121mm makeshift threaded barrel,TT thr.,https://assets.tarkov.dev/571a279b24597720b4066566-512.webp
571a282c2459771fb2755a69,TT side grips,TT grips,https://assets.tarkov.dev/571a282c2459771fb2755a69-512.webp
571a28e524597720b4066567,TT 7.62x25 makeshift sound suppressor,TT supp.,https://assets.tarkov.dev/571a28e524597720b4066567-512.webp
571a29dc2459771fb2755a6a,TT 7.62x25 tt-105 8-round magazine,tt-105,https://assets.tarkov.dev/571a29dc2459771fb2755a6a-512.webp
57235b6f24597759bf5a30f1,L3Harris AN/PVS-14 night vision monocular,PVS-14,https://assets.tarkov.dev/57235b6f24597759bf5a30f1-512.webp
572b7adb24597762ae139821,Scav Vest,Scav Vest,https://assets.tarkov.dev/572b7adb24597762ae139821-512.webp
572b7d8524597762b472f9d1,Baseball cap,Cap,https://assets.tarkov.dev/572b7d8524597762b472f9d1-512.webp
572b7f1624597762ae139822,Balaclava,Balaclava,https://assets.tarkov.dev/572b7f1624597762ae139822-512.webp
572b7fa124597762b472f9d2,Beanie,Beanie,https://assets.tarkov.dev/572b7fa124597762b472f9d2-512.webp
572b7fa524597762b747ce82,Lower half-mask,Half-mask,https://assets.tarkov.dev/572b7fa524597762b747ce82-512.webp
5732ee6a24597719ae0c0281,Waist pouch,Waist bag,https://assets.tarkov.dev/5732ee6a24597719ae0c0281-512.webp
5733279d245977289b77ec24,Car battery,Car battery,https://assets.tarkov.dev/5733279d245977289b77ec24-512.webp
